tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,ratings,jpg_url,breed,confidence,retweet_count,favorite_count
890006608113172480,2017-07-26 00:31:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",koda south australian deckshark deceptively deadly frighteningly majestic would risk pet barkweek,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,,1.3,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,7624,31166
889880896479866881,2017-07-25 16:11:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bruno service shark get water assist terrifyingly good boy,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,1.3,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_Bulldog,0.377417,5156,28268
889665388333682689,2017-07-25 01:55:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",puppo seem fence somethe haha seriously someone help,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,Nan,puppo,1.3,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,8538,38818
889638837579907072,2017-07-25 00:10:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ted best sometime enough would assist,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,,1.2,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_Bulldog,0.99165,4735,27672
889531135344209921,2017-07-24 17:02:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stuart sport favorite fanny pack secretly fill bone puppare puppo barkweek,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,1.3,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden_Retriever,0.953442,2321,15359
889278841981685760,2017-07-24 00:19:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oliver witness one many brutal attack seem play victim ckin frighten barkweek,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,0.626152,5637,25652
888917238123831296,2017-07-23 00:22:39+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jim find fren teach sit like good boy,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,1.2,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden_Retriever,0.714719,4709,29611
888804989199671297,2017-07-22 16:56:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zeke new stick proud would like throw without take would best,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,1.3,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden_Retriever,0.46976,4559,26080
888554962724278272,2017-07-22 00:23:06+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ralphu power attempt maximum borkdrive inspirational,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,1.3,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_Husky,0.700377,3732,20290
888078434458587136,2017-07-20 16:49:33+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gerald tell get job interview ckin injustice want job anyway,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,1.2,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_Bulldog,0.995026,3653,22201
887705289381826560,2017-07-19 16:06:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jeffrey monopoly pool noodle currently run boop two midweek sale ckin strategic,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,1.3,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,0.821664,5609,30779
887517139158093824,2017-07-19 03:39:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yet rate venezuelan hover wiener honor paw-inspire roxy.thedoxy,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,Nan,,1.4,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,0.130432,12082,46959
887343217045368832,2017-07-18 16:08:03+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",may know need see today please enjoy emmylouroo,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,Nan,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_Hairless,0.330741,10737,34222
887101392804085760,2017-07-18 00:07:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jubilant antarctic house bear rate dog please send dog thank ... would suffocate floof,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,Nan,,1.2,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,6167,31061
886983233522544640,2017-07-17 16:17:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",maya shy rarely leave cup would find environment thrive,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,1.3,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,8084,35859
886736880519319552,2017-07-16 23:58:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mingu wonderful father smol pup confirm need help,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,1.3,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,0.309706,3443,12306
886680336477933568,2017-07-16 20:14:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",derek late dog meet pet metal,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,1.3,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,0.738995,4610,22798
886366144734445568,2017-07-15 23:25:31+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",roscoe another pupper fall victim spontaneou tongue ejection get blepipen immediate deep breath roscoe,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,1.2,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_Bulldog,0.999201,3316,21524
886258384151887873,2017-07-15 16:17:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",waffle doggle pupside unsure fix someone assist waffle,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,1.3,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,0.943575,6523,28469
885984800019947520,2017-07-14 22:10:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",viewer discretion advise jimbo rip finger right ckin dog clearly accessory pl pet caution,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,1.2,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_Spaniel,0.972494,7097,33382
885528943205470208,2017-07-13 15:58:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",maisey fall asleep mid-excavation happen best would pat noggin approvingly,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,1.3,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,0.369275,6683,36689
885167619883638784,2017-07-12 16:03:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",corgi undercover malamute pawbably important investigative work zero control tongue happening,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,Nan,,1.3,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,0.8124819999999999,4556,22367
884925521741709313,2017-07-12 00:01:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",earl find hat nervou think delightful earl,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,1.2,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_Greyhound,0.259916,16439,68152
884876753390489601,2017-07-11 20:47:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lola first time outside must test earth taste atmosphere great lola,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,1.3,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,0.822103,6096,28514
884562892145688576,2017-07-11 00:00:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kevin happy secret kevin,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,1.3,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,0.5464060000000001,5100,24765
884441805382717440,2017-07-10 15:58:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",present pup hat pup hat great occasion extremely versatile compact itselizabethgale,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,Nan,,1.4,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,5856,27478
884162670584377345,2017-07-09 21:29:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet yogi important dog meeting today enjoy look best time dangerously dapper doggo,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,1.2,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_Shepherd,0.707046,3128,20771
883838122936631299,2017-07-09 00:00:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",noah believe someone make mess get vacuum though offer help clean pup super good boy,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,1.2,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,3586,22349
883482846933004288,2017-07-08 00:28:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bella hope smile make smile also offer favorite monkey . .,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,,0.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden_Retriever,0.943082,10407,46860
883360690899218434,2017-07-07 16:22:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet grizzwald may floofiest floofer ever see lose eye save schoolbu volcano erpuption heroic,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,1.3,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,0.987997,3825,22986
883117836046086144,2017-07-07 00:17:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",please send dog rate mechanic matter ckin good thank ... would sneak pat,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,Nan,,1.3,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden_Retriever,0.949562,6949,37914
882992080364220416,2017-07-06 15:58:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rusty ready first pic clearly puppare second confirm great boy,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,,1.3,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_Dog,0.466778,4122,24445
882762694511734784,2017-07-06 00:46:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gu quite cheeky pupper already perfect disinterest wink would let steal girl,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,1.2,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_Retriever,0.85005,5134,28903
882627270321602560,2017-07-05 15:48:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stanley first swim lesson today doggle strap adjust ready phelp nervou stanleythe_corgi,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,1.3,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,6342,28382
882268110199369728,2017-07-04 16:01:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alfy witness first watermelon experience think succes happy alfy 🇺 🇸,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,1.3,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden_Retriever,0.762211,12118,45880
882045870035918850,2017-07-04 01:18:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",koko owner inspire barney recently build cart use walk get tire rest easy koko,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,,1.3,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Web_Site,0.949591,5203,29900
881906580714921986,2017-07-03 16:04:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rey benebop cumberfloof dangerously pettable,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,,1.2,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,3533,24773
881666595344535552,2017-07-03 00:11:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gary miss puppertunity selfie flawles focuse skill would boop intensely,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,pupper,1.3,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,11099,51522
881536004380872706,2017-07-02 15:32:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pupper approach maximum borkdrive zoom never see speed paw-inspire puffie_the_chow,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,Nan,pupper,1.4,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,16570,50199
881268444196462592,2017-07-01 21:49:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet elliot canadian forrest pup unusual number antler dog sneaky tongue slip celebrate canada would pet,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,,1.2,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker,0.473303,5358,23501
880935762899988482,2017-06-30 23:47:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",loui cross big deal ckin breathtake,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,,1.3,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Street_Sign,0.251801,2886,17346
880872448815771648,2017-06-30 19:35:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ugh rate dog please send well-dress floppy-tongu street penguin dog please thank ...,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,Nan,,1.2,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,3989,21734
880465832366813184,2017-06-29 16:39:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bella first beach experience morn complete succes would perform sandy boop,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,,1.2,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden_Retriever,0.913255,6546,29075
880221127280381952,2017-06-29 00:27:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet jesse fetty woof tongue eject without warn true bleptomaniac would snug well,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,,1.2,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,4436,27640
880095782870896641,2017-06-28 16:09:20+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",please send photo without dog _rate insubordinate churlish pretty good porch tho,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,Nan,,1.1,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature_Pinscher,0.120298,4533,28150
879862464715927552,2017-06-28 00:42:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",romeo would like entrance request immediate assistance,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,,1.3,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,0.813507,3642,22667
879492040517615616,2017-06-27 00:10:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bailey think measure ear length sign growth instead,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,,1.2,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_Short-Haired_Pointer,0.479896,3323,23822
879415818425184262,2017-06-26 19:07:24+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",duddle attempt someone help vid georgia felici,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_Springer,0.383404,45849,107956
879376492567855104,2017-06-26 16:31:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jack aka stephen furry score unles slip slide would happily get block,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,,1.2,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Tricycle,0.663601,3261,17099
879050749262655488,2017-06-25 18:56:45+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",steven trouble relate dog quite shy neck longer average tropical probably would still pet,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,,1.1,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Tabby,0.311861,4941,23022
879008229531029506,2017-06-25 16:07:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",beau beau balloon take everywhere would protect cost,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,,1.3,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,0.960513,2812,19317
878776093423087618,2017-06-25 00:45:22+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",snoopy proud pridemonthpuppo impeccable handwrite thumb would love back pridemonth,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,puppo,1.3,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_Greyhound,0.734684,4319,19763
878281511006478336,2017-06-23 16:00:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet shadow attempt reach maximum zoom borkdrive tear acl still tho help,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,,1.3,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,0.32042,1349,7913
878057613040115712,2017-06-23 01:10:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",emmy adopt today massive round pupplause emmy new family involve,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,,1.4,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_Bulldog,0.839097,7181,42876
877736472329191424,2017-06-22 03:54:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aja tell good dog suspicion confirm would tell,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,,1.3,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_Retriever,0.8379559999999999,17300,71144
877556246731214848,2017-06-21 15:58:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",penny pupset fire pup please barbaric attempt cleanlines would enjoy shampoo option,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,,1.2,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,0.995368,3994,23258
877316821321428993,2017-06-21 00:06:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meet dante first fan new raincoat see reflection ckin handsome water resistant good boy,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,,1.3,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,5414,27907
